,district,hazard,rp,index,hhid,helped_cat,affected_cat,pov_line,ispoor,has_ew,pcwgt,pcwgt_ae,pcsoc,c,dk_private,dk_public,dk0,pc_fee_BE,pc_fee,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta,scale_fac_soc
10,Ampara,PF,5.0,10,52101053031,helped,a,43493.30859375,0.0,1,3.6021976204629826,3.6021976204629826,0.0,187466.7401595469,68686.2900977627,0.0,68686.2900977627,0.0,0.0,22566.694501819904,0.0,22566.694501819904,151119.9413314219,0.0,151119.9413314219,1.8715998002895389,1,36346.798828125,1.1439018592502117,172866.38185879643,0.0,0,0.0,0.004619211863019197,0.21339177343865173,-1.0,0.0,0.0,True,0.21863854952689576,0.09769799780152866,15622.228346628908,0.0,0.07447079745025191,0.0,0.07447079745025191,0.498700531470335,0.498700531470335,0.0,1.0095943186009114e-06
11,Ampara,PF,5.0,11,52101053041,helped,a,43493.30859375,0.0,1,3.6021976204629826,3.6021976204629826,0.0,98597.30716633184,24030.50942357876,0.0,24030.50942357876,0.0,0.0,7895.1587589481705,0.0,7895.1587589481705,62250.50833820684,0.0,62250.50833820684,2.2619308072564266,1,36346.798828125,1.1197110618974206,69702.58279502782,0.0,0,0.0,0.006369384529710047,0.10917572904989702,-1.0,0.0,0.0,True,0.005459644527321778,0.09732722717758335,8216.442263860987,0.0,0.0018736561301879427,0.0,0.0018736561301879427,0.014773109713975618,0.014773109713975618,0.0,1.0095943186009114e-06
12,Ampara,PF,5.0,12,52101053051,helped,a,43493.30859375,0.0,1,4.502747025578729,4.502747025578729,0.0,102961.1308684206,20727.092651286344,0.0,20727.092651286344,0.0,0.0,6809.830129225903,0.0,6809.830129225903,66614.3320402956,0.0,66614.3320402956,2.8853299841528024,1,36346.798828125,1.094373399274294,72900.95299532481,0.0,0,0.0,0.006232945703484369,0.07791517160370118,-1.0,0.0,0.0,True,6.949147923746098e-05,0.09662836102617955,8580.09423903505,0.0,2.413646284271638e-05,0.0,2.413646284271638e-05,0.00023610491298198271,0.00023610491298198271,0.0,1.0095943186009114e-06
13,Ampara,PF,5.0,13,52101053071,helped,a,43493.30859375,0.0,1,4.502747025578729,4.502747025578729,0.0,145297.51332983177,49772.446056316505,0.0,49772.446056316505,0.0,0.0,16352.602290246436,0.0,16352.602290246436,108950.71450170677,0.0,108950.71450170677,1.8604292042767492,1,36346.798828125,1.1447388958520264,124720.12062097316,0.0,0,0.0,0.005246877259162607,0.1906429635835177,-1.0,0.0,0.0,True,0.17086583098017077,0.09683511844212767,12108.126110819314,0.0,0.05818633665495464,0.0,0.05818633665495464,0.3876718115119415,0.3876718115119415,0.0,1.0095943186009114e-06
14,Ampara,PF,5.0,14,52101053081,helped,a,43493.30859375,0.0,1,6.303845835810221,6.303845835810221,0.0,115447.63546244109,33435.27538656273,0.0,33435.27538656273,0.0,0.0,10985.069133284816,0.0,10985.069133284816,79100.83663431609,0.0,79100.83663431609,2.037242604210948,1,36346.798828125,1.132536313171828,89584.56989063541,0.0,0,0.0,0.00588623334315135,0.14528216876787853,-1.0,0.0,0.0,True,0.03471731457686554,0.09961238806714778,9620.636288536758,0.0,0.011862916551786335,0.0,0.011862916551786335,0.08542200443018783,0.08542200443018783,0.0,1.0095943186009114e-06
15,Ampara,PF,5.0,15,52101053091,helped,a,43493.30859375,0.0,1,3.6021976204629826,3.6021976204629826,0.0,95714.04244082206,19153.28142504598,0.0,19153.28142504598,0.0,0.0,6292.758715184607,0.0,6292.758715184607,59367.24361269706,0.0,59367.24361269706,2.7710387436854065,1,36346.798828125,1.0981833269533983,65196.11710264454,0.0,0,0.0,0.006464607566986865,0.07705727229958893,-1.0,0.0,0.0,True,0.00013909940905482192,0.09909122134613568,7976.170203401838,0.0,4.820709653210703e-05,0.0,4.820709653210703e-05,0.00045479615113423955,0.00045479615113423955,0.0,1.0095943186009114e-06
16,Ampara,PF,5.0,16,52101053101,helped,a,43493.30859375,0.0,1,6.303845835810221,6.303845835810221,0.0,118301.56240584551,25179.916173950394,0.0,25179.916173950394,0.0,0.0,8272.793232393275,0.0,8272.793232393275,81954.76357772051,0.0,81954.76357772051,2.926219842683754,1,36346.798828125,1.0930811585322517,89583.20791877153,0.0,0,0.0,0.005814799647956988,0.08636756875170234,-1.0,0.0,0.0,True,6.40248203309293e-05,0.09905301170495129,9858.463533820459,0.0,2.2255256287639036e-05,0.0,2.2255256287639036e-05,0.0002204726041348653,0.0002204726041348653,0.0,1.0095943186009114e-06
17,Ampara,PF,5.0,17,52101054011,helped,a,43493.30859375,0.0,1,0.9005494051157459,0.9005494051157459,0.0,162408.5476928466,38202.68598891191,0.0,38202.68598891191,0.0,0.0,12551.388969089361,0.0,12551.388969089361,126061.74886472161,0.0,126061.74886472161,2.971266468765519,1,36346.798828125,1.0916979109072524,137621.34788093128,0.0,0,0.0,0.004962786066982747,0.10358603791515202,-1.0,0.0,0.0,True,7.162752021910545e-05,0.09988426919093074,13534.04564107055,0.0,2.4919601525373043e-05,0.0,2.4919601525373043e-05,0.00025028373808165294,0.00025028373808165294,0.0,1.0095943186009114e-06
18,Ampara,PF,5.0,18,52101054021,helped,a,43493.30859375,0.0,1,6.303845835810221,6.303845835810221,0.0,135091.45733174606,51799.525211728585,0.0,51799.525211728585,0.0,0.0,17018.59365425929,0.0,17018.59365425929,98744.65850362106,0.0,98744.65850362106,1.5777377208634558,1,36346.798828125,1.1697224158960289,115503.84050168398,0.0,0,0.0,0.005441467658575148,0.22739264986714325,-1.0,0.0,0.0,True,1.2030824075350446,0.09726389252360335,11257.621444312172,0.0,0.4074699930754185,0.0,0.4074699930754185,2.3642074153780146,2.3642074153780146,0.0,1.0095943186009114e-06
19,Ampara,PF,5.0,19,52101054031,helped,a,43493.30859375,0.0,1,1.8010988102314913,1.8010988102314913,0.0,193196.42599684995,101795.19444827395,0.0,101795.19444827395,0.0,0.0,33444.53531553275,0.0,33444.53531553275,156849.62716872495,0.0,156849.62716872495,1.2122879918059302,1,36346.798828125,1.2184731793266825,191117.0638924811,0.0,0,0.0,0.004550199639156125,0.3764164381374023,-1.0,0.0,0.0,True,27.99448370255896,0.09956953437721694,16099.702166404162,0.0,9.414877374757506,0.0,9.414877374757506,44.15429881557186,44.15429881557186,0.0,1.0095943186009114e-06
20,Ampara,PF,5.0,20,52101054051,helped,a,43493.30859375,0.0,1,1.8010988102314913,1.8010988102314913,0.0,223170.11200002788,74422.21520893334,0.0,74422.21520893334,0.0,0.0,24451.21715524709,0.0,24451.21715524709,186823.31317190288,0.0,186823.31317190288,2.1817691876116756,1,36346.798828125,1.1239917133864858,209987.85587262714,0.0,0,0.0,0.004233621031506153,0.18461435877114607,-1.0,0.0,0.0,True,0.029076998135993824,0.09732605559254637,18597.509333335656,0.0,0.009963325175125862,0.0,0.009963325175125862,0.07612632972860418,0.07612632972860418,0.0,1.0095943186009114e-06
21,Ampara,PF,5.0,21,52101054061,helped,a,43493.30859375,0.0,1,6.303845835810221,6.303845835810221,0.0,106204.43527777874,31667.33210735016,0.0,31667.33210735016,0.0,0.0,10404.216159252443,0.0,10404.216159252443,69857.63644965374,0.0,69857.63644965374,1.8774369779196471,1,36346.798828125,1.1434683067149192,79879.99326219199,0.0,0,0.0,0.00613703596878039,0.1521051401769368,-1.0,0.0,0.0,True,0.09689995366127441,0.09845546468458544,8850.369606481561,0.0,0.033008947823132795,0.0,0.033008947823132795,0.22163390699676544,0.22163390699676544,0.0,1.0095943186009114e-06
22,Ampara,PF,5.0,22,52101054071,helped,a,43493.30859375,0.0,1,4.502747025578729,4.502747025578729,0.0,70674.3889680465,33233.44095899958,0.0,33233.44095899958,0.0,0.0,10918.756978991949,0.0,10918.756978991949,34327.59013992151,0.0,34327.59013992151,0.7043758481046023,1,36346.798828125,1.3636441461072486,46810.61734427287,0.0,0,0.0,0.007523136893750576,0.32470024205521786,-1.0,0.0,0.0,True,283.61394746082624,0.09994422537316439,5889.532414003876,0.0,94.45384190955566,0.0,94.45384190955566,296.95438578316197,296.95438578316197,0.0,1.0095943186009114e-06
23,Ampara,PF,5.0,23,52101054081,helped,a,43493.30859375,0.0,1,2.701648215347238,2.701648215347238,0.0,153146.89054520603,42819.64619438264,0.0,42819.64619438264,0.0,0.0,14068.278734654257,0.0,14068.278734654257,116800.09171708103,0.0,116800.09171708103,2.399174727321866,1,36346.798828125,1.1130301151442428,130002.0195327208,0.0,0,0.0,0.005110647227408239,0.13808122433819356,-1.0,0.0,0.0,True,0.0038453900049356463,0.09981683363322524,12762.240878767168,0.0,0.00132316608006144,0.0,0.00132316608006144,0.010985417791546544,0.010985417791546544,0.0,1.0095943186009114e-06
24,Ampara,PF,5.0,24,52101054091,helped,a,43493.30859375,0.0,1,1.8010988102314913,1.8010988102314913,0.0,140822.95956858035,67278.30515517414,0.0,67278.30515517414,0.0,0.0,22104.104863955716,0.0,22104.104863955716,104476.16074045535,0.0,104476.16074045535,1.2243479630842735,1,36346.798828125,1.2164217257148118,127087.07174396276,0.0,0,0.0,0.0053295833920314626,0.3208074639304176,-1.0,0.0,0.0,True,17.052908094604934,0.09891338321309462,11735.24663071503,0.0,5.736428354297497,0.0,5.736428354297497,27.113516449018405,27.113516449018405,0.0,1.0095943186009114e-06
25,Ampara,PF,5.0,25,52101054101,helped,a,43493.30859375,0.0,1,6.303845835810221,6.303845835810221,0.0,78970.67078033325,25943.261364631002,0.0,25943.261364631002,0.0,0.0,8523.588226459839,0.0,8523.588226459839,42623.871952208254,0.0,42623.871952208254,1.3144177690873535,1,36346.798828125,1.202238947167843,51244.0789400398,0.0,0,0.0,0.007117001906923673,0.17989889693351846,-1.0,0.0,0.0,True,3.5760262828698344,0.09762481015354929,6580.8892316944375,0.0,1.205029060140593,0.0,1.205029060140593,6.025983775081478,6.025983775081478,0.0,1.0095943186009114e-06
26,Ampara,PF,5.0,26,52102059011,helped,a,43493.30859375,0.0,0,2.4314791742801813,2.4314791742801813,0.0,83271.65877734953,29159.24990346424,0.0,29159.24990346424,0.0,0.0,9580.19254697136,0.0,9580.19254697136,46924.85994922453,0.0,46924.85994922453,1.2807142682300776,1,36346.798828125,1.20732292418723,56653.45913097399,0.0,0,0.0,0.006930768417372292,0.19841619432744462,-1.0,0.0,0.0,True,5.048289450850274,0.09931104472459751,6939.30489811246,0.0,1.7000396020167359,0.0,1.7000396020167359,8.326985062319041,8.326985062319041,0.0,1.0095943186009114e-06
27,Ampara,PF,5.0,27,52102059021,helped,a,43493.30859375,0.0,0,1.6209861161867876,1.6209861161867876,1249.999969482422,70735.02741562157,42048.53072495516,0.0,42048.53072495516,0.0,0.0,13814.95791006095,0.0,13814.95791006095,34388.228587496575,0.0,34388.228587496575,0.4892744246406142,1,36346.798828125,1.5060508738794265,51790.42171536469,0.0,0,0.0,0.007519911552857938,0.47289833656348806,-1.0,0.0,0.0,True,1537.0402977312535,0.11488482530931776,5894.585617968464,0.0,509.77487026074016,0.0,509.77487026074016,1268.9325201386232,1262.9135217500418,0.0010881686903232435,1.0095943186009114e-06
28,Ampara,PF,5.0,28,52102059031,helped,a,43493.30859375,0.0,1,2.4314791742801813,2.4314791742801813,0.0,71505.18081684581,14132.434929845467,0.0,14132.434929845467,0.0,0.0,4643.173203484162,0.0,4643.173203484162,35158.38198872081,0.0,35158.38198872081,2.1592322155889323,1,36346.798828125,1.125250886606852,39562.00050447047,0.0,0,0.0,0.00747930495358376,0.07633691879489816,-1.0,0.0,0.0,True,0.0064306981419729745,0.09836459347249082,5958.765068070484,0.0,0.0022025423768005183,0.0,0.0022025423768005183,0.0166777810855278,0.0166777810855278,0.0,1.0095943186009114e-06
29,Ampara,PF,5.0,29,52102059041,helped,a,43493.30859375,0.0,1,4.0524652904669685,4.0524652904669685,0.0,81725.26410679494,31010.42108101259,0.0,31010.42108101259,0.0,0.0,10188.389821490757,0.0,10188.389821490757,45378.465278669944,0.0,45378.465278669944,1.1347822515936672,1,36346.798828125,1.2326455738844817,55935.56437542314,0.0,0,0.0,0.006996032676754663,0.2258118036771671,-1.0,0.0,0.0,True,14.404485684145781,0.09831627154898293,6810.438675566245,0.0,4.837170558720393,0.0,4.837170558720393,21.544461891602445,21.544461891602445,0.0,1.0095943186009114e-06
30,Ampara,PF,5.0,30,52102059051,helped,a,43493.30859375,0.0,0,1.6209861161867876,1.6209861161867876,150.0,100858.7011452491,43873.99631249198,0.0,43873.99631249198,0.0,0.0,14414.685857951734,0.0,14414.685857951734,64511.9023171241,0.0,64511.9023171241,1.14184302023357,1,36346.798828125,1.2312787925789028,79432.13719199668,0.0,0,0.0,0.006297574445849965,0.27708829935084367,-1.0,0.0,0.0,True,19.42937582050412,0.09826950812033708,8404.891762104091,0.0,6.525618132594962,0.0,6.525618132594962,29.204419067944855,29.204419067944855,0.0,1.0095943186009114e-06
31,Ampara,PF,5.0,31,52102059061,helped,a,43493.30859375,0.0,1,3.241972232373575,3.241972232373575,1249.999969482422,57804.29008980555,26078.509552231484,0.0,26078.509552231484,0.0,0.0,8568.050725534036,0.0,8568.050725534036,21457.491261680552,0.0,21457.491261680552,0.494255260651719,1,36346.798828125,1.5015032284261278,32218.492403338776,0.0,0,0.0,0.00831859459825265,0.3272799089901793,-1.0,0.0,0.2697495183044316,True,921.6962114361074,0.09959937305639244,4817.024174150462,0.0,305.7196601010918,0.0,305.7196601010918,765.6319191302939,765.6319191302939,0.0,1.0095943186009114e-06
32,Ampara,PF,5.0,32,52102059071,helped,a,43493.30859375,0.0,1,2.4314791742801813,2.4314791742801813,0.0,94081.69105696894,51401.97645199169,0.0,51401.97645199169,0.0,0.0,16887.98008643097,0.0,16887.98008643097,57734.892228843935,0.0,57734.892228843935,0.7946564502351983,1,36346.798828125,1.3252310358302546,76512.07103197897,0.0,0,0.0,0.006520448035778217,0.3973490539919685,-1.0,0.0,0.0,True,238.21312037579847,0.09991980972954018,7840.140921414078,0.0,79.47182399325108,0.0,79.47182399325108,271.6901115466483,271.6901115466483,0.0,1.0095943186009114e-06
33,Ampara,PF,5.0,33,52102059081,helped,a,43493.30859375,0.0,1,3.241972232373575,3.241972232373575,0.0,75890.76029783556,26077.259098076196,0.0,26077.259098076196,0.0,0.0,8567.612818708016,0.0,8567.612818708016,39543.96146971056,0.0,39543.96146971056,1.1878682699934429,1,36346.798828125,1.222748513823869,48352.320117796924,0.0,0,0.0,0.007259981997559126,0.19421496342683542,-1.0,0.0,0.0,True,8.459236643893082,0.0997428704063168,6324.23002481963,0.0,2.8436034857173635,0.0,2.8436034857173635,13.124699849741688,13.124699849741688,0.0,1.0095943186009114e-06
34,Ampara,PF,5.0,34,52102059091,helped,a,43493.30859375,0.0,1,2.4314791742801813,2.4314791742801813,0.0,133528.55686287096,34048.67830299321,0.0,34048.67830299321,0.0,0.0,11186.600999424474,0.0,11186.600999424474,97181.75803474596,0.0,97181.75803474596,2.525653309360959,1,36346.798828125,1.1075011880296124,107628.91247828749,0.0,0,0.0,0.0054732201605824605,0.11826106493835108,-1.0,0.0,0.0,True,0.001299908455429645,0.09741781205816213,11127.37973857258,0.0,0.0004483788263454292,0.0,0.0004483788263454292,0.003895217377650877,0.003895217377650877,0.0,1.0095943186009114e-06
35,Ampara,PF,5.0,35,52102059101,helped,a,43493.30859375,0.0,1,4.862958348560363,4.862958348560363,0.0,79044.18222716647,33392.91170935506,0.0,33392.91170935506,0.0,0.0,10971.150661925269,0.0,10971.150661925269,42697.38339904147,0.0,42697.38339904147,0.9500888396092775,1,36346.798828125,1.2751845102026103,54447.04193663976,0.0,0,0.0,0.007113691715146475,0.2686757153685876,-1.0,0.0,0.0,True,54.08963717454873,0.09951626292297178,6587.015185597206,0.0,18.099318193427678,0.0,18.099318193427678,70.43869435208492,70.43869435208492,0.0,1.0095943186009114e-06
36,Ampara,PF,5.0,36,52102060011,helped,a,43493.30859375,0.0,1,1.8010988102314913,1.8010988102314913,0.0,105491.44572760709,28151.510808952877,0.0,28151.510808952877,0.0,0.0,9249.102598001773,0.0,9249.102598001773,69144.64689948209,0.0,69144.64689948209,2.127613850210556,1,36346.798828125,1.1270611824670285,77930.24749579544,0.0,0,0.0,0.006157740367626415,0.12708353845893117,-1.0,0.0,0.0,True,0.015863911519062687,0.09800952305201704,8790.953810633924,0.0,0.005430150269731374,0.0,0.005430150269731374,0.04059483815141385,0.04059483815141385,0.0,1.0095943186009114e-06
37,Ampara,PF,5.0,37,52102060021,helped,a,43493.30859375,0.0,1,2.701648215347238,2.701648215347238,0.0,76291.96779815528,23026.284153207005,0.0,23026.284153207005,0.0,0.0,7565.223267378725,0.0,7565.223267378725,39945.16897003028,0.0,39945.16897003028,1.40621671682714,1,36346.798828125,1.1895768881905144,47517.849801612916,0.0,0,0.0,0.007240867280425336,0.15745343884791524,-1.0,0.0,0.0,True,1.7059802076193797,0.09779084093239465,6357.6639831796065,0.0,0.5758892501005276,0.0,0.5758892501005276,3.0407553868876445,3.0407553868876445,0.0,1.0095943186009114e-06
38,Ampara,PF,5.0,38,52102060031,helped,a,43493.30859375,0.0,1,4.502747025578729,4.502747025578729,0.0,61854.626670224374,17785.110777387992,0.0,17785.110777387992,0.0,0.0,5843.249956040538,0.0,5843.249956040538,25507.827842099374,0.0,25507.827842099374,1.1056764353169168,1,36346.798828125,1.2384545094740906,31590.28441793673,0.0,0,0.0,0.008041626547917019,0.15140471158722776,-1.0,0.0,0.0,True,10.058527576750844,0.09884371101178147,5154.552222518698,0.0,3.3758605671240796,0.0,3.3758605671240796,14.736810989253456,14.736810989253456,0.0,1.0095943186009114e-06
39,Ampara,PF,5.0,39,52102060041,helped,a,43493.30859375,0.0,1,4.502747025578729,4.502747025578729,0.0,60139.95723148843,24228.97944833715,0.0,24228.97944833715,0.0,0.0,7960.3655478155915,0.0,7960.3655478155915,23793.158403363428,0.0,23793.158403363428,0.6534651155781326,1,36346.798828125,1.3895927026001347,33062.79928912289,0.0,0,0.0,0.008155459553498208,0.26682775345033305,-1.0,0.0,0.0,True,291.7555632892801,0.09965440438964279,5011.663102624036,0.0,97.0700319606404,0.0,97.0700319606404,290.13776224043465,290.13776224043465,0.0,1.0095943186009114e-06
40,Ampara,PF,5.0,40,52102060051,helped,a,43493.30859375,0.0,1,4.502747025578729,4.502747025578729,0.0,73982.6970432079,30920.249001088145,0.0,30920.249001088145,0.0,0.0,10158.764028958472,0.0,10158.764028958472,37635.898215082896,0.0,37635.898215082896,0.8886453076479898,1,36346.798828125,1.293008145771743,48663.52296553839,0.0,0,0.0,0.007353005924870206,0.2665196300720702,-1.0,0.0,0.0,True,75.88759280942624,0.09962997006896046,6165.224753600658,0.0,25.363242265956153,0.0,25.363242265956153,93.96501401203247,93.96501401203247,0.0,1.0095943186009114e-06
41,Ampara,PF,5.0,41,52102060061,helped,a,43493.30859375,0.0,1,6.303845835810221,6.303845835810221,0.0,48480.07555637554,12927.419840379276,0.0,12927.419840379276,0.0,0.0,4247.268760903815,0.0,4247.268760903815,12133.276728250537,0.0,12133.276728250537,0.6100218036328088,1,36346.798828125,1.4148533690723484,17166.80745685239,0.0,0,0.0,0.009083398165646546,0.0839711151910265,-1.0,0.0,0.21194605009633913,True,208.83091793321384,0.09952484712825793,4040.0062963646283,0.0,69.42202766829493,0.0,69.42202766829493,198.3196072942753,198.3196072942753,0.0,1.0095943186009114e-06
42,Ampara,PF,5.0,42,52102060071,helped,a,43493.30859375,0.0,1,2.701648215347238,2.701648215347238,0.0,122011.01352844006,60933.6699609925,0.0,60933.6699609925,0.0,0.0,20019.59216209332,0.0,20019.59216209332,85664.21470031506,0.0,85664.21470031506,1.0773127989869151,1,36346.798828125,1.2444013668329428,106600.66586174273,0.0,0,0.0,0.005725724904569222,0.3432292360425193,-1.0,0.0,0.0,True,41.74870726281867,0.09887639117205005,10167.584460703338,0.0,14.004118520519839,0.0,14.004118520519839,59.923888854338685,59.923888854338685,0.0,1.0095943186009114e-06
43,Ampara,PF,5.0,43,52102060091,helped,a,43493.30859375,0.0,1,2.701648215347238,2.701648215347238,0.0,113963.84798217926,32908.770129577875,0.0,32908.770129577875,0.0,0.0,10812.087257701372,0.0,10812.087257701372,77617.04915405426,0.0,77617.04915405426,2.0300048173574754,1,36346.798828125,1.1329952927766194,87939.75133075495,0.0,0,0.0,0.005924428238197458,0.144583582562688,-1.0,0.0,0.0,True,0.035884858423112065,0.0993906941524596,9496.987331848271,0.0,0.012260156749283924,0.0,0.012260156749283924,0.08801234825105249,0.08801234825105249,0.0,1.0095943186009114e-06
